Nome_Do_Curso;CD_SUBGRUPO;NM_SUBGRUPO;NU_PERGUNTA;Pergunta;Ordem_Opções;Opção;Porcentagem;Respostas;Total_do_Curso
Física (CRG);177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5847 ;Bom.;50;4 ;8 
Física (CRG);177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5848 ;Regular.;25;2 ;8 
Licenciatura Plena em Ciências;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5854 ;Regular;100;1 ;1 
Licenciatura Plena em Ciências;173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5856 ;Bom;100;1 ;1 
Licenciatura Plena em Ciências;173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5861 ;Ambas;100;1 ;1 
Licenciatura Plena em Ciências;173 ;II. Informações sobre Atividades de Ensino;4 ;"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?";5936 ;Não;100;1 ;1 
Licenciatura Plena em Ciências;173 ;II. Informações sobre Atividades de Ensino;5 ;2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM?;6354 ;Não;100;1 ;1 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5778 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5779 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5782 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5783 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5788 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5789 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5791 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5792 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5794 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5795 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5871 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5873 ;Regular;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5876 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5877 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5881 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5882 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5886 ;Ótimo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5887 ;Bom;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5892 ;Suficiente;100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5965 ;Sim;100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5943 ;"Sim, frequentemente";100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5953 ;"Sim, foi cumprido";100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5955 ;"Sim, de 1 a 3";50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5964 ;Não;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5958 ;Suficiente;100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5968 ;"Sim, suficiente";100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5986 ;"Sim, no prazo";100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5972 ;Não solicitei;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5983 ;Sim;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;19 ;1.19- Foi necessária a sua presença fora da sua residência para a realização de atividades ou de avaliações periódicas?;5984 ;Não;100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;20 ;"1.20- Nas aulas síncronas, com diferentes professor, foi realizado intervalo entre as aulas?";5974 ;"Sim, 10 a 20 min.";100;2 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;21 ;"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?";5980 ;Não houve intervalo;50;1 ;2 
Licenciatura Plena em Ciências;174 ;I. Avaliação discente sobre as disciplinas e os docentes;21 ;"1.21-  Nas aulas síncronas, com o mesmo professor, foi realizado intervalo entre as aulas?";5981 ;"Sim, 10 a 20 min.";50;1 ;2 
Licenciatura Plena em Ciências;175 ;III. Autoavaliação;1 ;3.01- Como você avalia a sua participação nas aulas/atividades oferecidas de forma remota?;5922 ;Regular;100;1 ;1 
Licenciatura Plena em Ciências;175 ;III. Autoavaliação;2 ;3.02- Como você avalia a sua atenção nas aulas síncronas?;5925 ;Regular;100;1 ;1 
Licenciatura Plena em Ciências;175 ;III. Autoavaliação;3 ;3.03- Como você avalia a sua aprendizagem nas aulas/atividades oferecidas de forma remota?;5805 ;Bom;100;1 ;1 
Licenciatura Plena em Ciências;177 ;IV. Avaliação do Instrumento;1 ;4.01- Como você avalia este Instrumento de Consulta?;5847 ;Bom.;100;1 ;1 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5760 ;Ótimo;"4,3";3 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5761 ;Bom;"8,6";6 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5851 ;Ruim;"1,4";1 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5852 ;Não tive atendim.;"5,7";4 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5854 ;Regular;"1,4";1 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;1 ;"2.01- Se você necessita/necessitou de Atendimento Educacional Especializado, como você avalia o atendimento oferecido pela UEM durante o ERE (Ensino Remoto Emergencial)?";5855 ;Não necessito;"78,6";55 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5856 ;Bom;"44,3";31 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5858 ;Regular;"12,9";9 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5859 ;Ruim;"1,4";1 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;2 ;2.02- Como você avalia a plataforma Classrom para o desenvolvimento das disciplinas?;5937 ;Ótimo;"41,4";29 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5774 ;Somente síncronas;"12,9";9 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5775 ;Somente assíncronas;10;7 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5861 ;Ambas;"68,6";48 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;3 ;"2.03- Para sua aprendizagem, você considera mais adequado atividades:";5862 ;Não sei avaliar;"8,6";6 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;4 ;"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?";5935 ;Sim;"38,6";27 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;4 ;"2.04- Neste período de isolamento social, você está precisando acompanhar/cuidar de familiares?";5936 ;Não;"61,4";43 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;5 ;2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM?;6353 ;Sim;"1,4";1 ;70 
Matemática;173 ;II. Informações sobre Atividades de Ensino;5 ;2.05- Você solicitou o empréstimo de equipamento(s) de tecnologia(s) e/ou dispositivo de dados de internet disponibilizado pelos editais do Projeto de Inclusão Digital da UEM?;6354 ;Não;"98,6";69 ;70 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5778 ;Ótimo;"22,9";19 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5779 ;Bom;"43,4";36 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5780 ;Regular;"26,5";22 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5781 ;Ruim;6;5 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;1 ;1.01- Como você avalia as orientações sobre o desenvolvimento da disciplina?;5863 ;Péssimo;"1,2";1 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5782 ;Ótimo;"31,3";26 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5783 ;Bom;"39,8";33 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5784 ;Regular;"22,9";19 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5785 ;Ruim;"3,6";3 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;2 ;"1.02- Como você avalia a organização da disciplina no Classroom (clareza, acessibilidade, entendimento)?";5786 ;Péssimo;"2,4";2 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5788 ;Ótimo;"24,1";20 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5789 ;Bom;"33,7";28 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5790 ;Regular;"33,7";28 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5865 ;Ruim;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;3 ;1.03- Como você avalia a clareza e a dinâmica da linguagem utilizada pelo professor nas aulas síncronas?;5866 ;Péssimo;"3,6";3 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5791 ;Ótimo;"15,7";13 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5792 ;Bom;"42,2";35 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5793 ;Regular;"27,7";23 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5868 ;Ruim;"10,8";9 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;4 ;1.04- Como você avalia a coerência entre o conteúdo e a metodologia utilizada no decorrer da disciplina?;5869 ;Péssimo;"3,6";3 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5794 ;Ótimo;53;44 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5795 ;Bom;"39,8";33 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5796 ;Regular;6;5 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;5 ;1.05- Como você avalia o domínio do professor em relação ao conteúdo da disciplina?;5798 ;Péssimo;"1,2";1 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5871 ;Ótimo;"10,8";9 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5872 ;Bom;"33,7";28 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5873 ;Regular;"34,9";29 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5874 ;Ruim;"13,3";11 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5875 ;Péssimo;6;5 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;6 ;1.06- Como você avalia o domínio do professor em relação às tecnologias para o ERE?;5916 ;NSI;"1,2";1 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5876 ;Ótimo;"25,3";21 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5877 ;Bom;"34,9";29 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5878 ;Regular;"24,1";20 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5879 ;Ruim;"9,6";8 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5880 ;Péssimo;"3,6";3 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;7 ;1.07- Como você avalia a disponibilidade docente para atender às dúvidas apresentadas pelos alunos?;5917 ;NSI;"2,4";2 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5881 ;Ótimo;"22,9";19 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5882 ;Bom;"37,3";31 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5883 ;Regular;"27,7";23 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5884 ;Ruim;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5885 ;Péssimo;6;5 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;8 ;1.08- Como você avalia o cumprimento do programa e do critério de avaliação da disciplina?;5918 ;NSI;"1,2";1 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5886 ;Ótimo;"19,3";16 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5887 ;Bom;"36,1";30 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5888 ;Regular;"25,3";21 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5889 ;Ruim;"14,5";12 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;9 ;1.09- Como você avalia a adequação dos recursos didáticos utilizados em aula para o desenvolvimento dos conteúdos da disciplina ministrada de forma remota?;5890 ;Péssimo;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5891 ;Excessiva;"16,9";14 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5892 ;Suficiente;"50,6";42 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5893 ;"Condizente, em parte";"25,3";21 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5894 ;Insuficiente;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;10 ;1.10- Como você avalia a carga horária destinada à disciplina?;5920 ;NSI;"2,4";2 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5965 ;Sim;"90,4";75 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5966 ;Não;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;11 ;1.11- Os canais usados pelo professor para compartilhar informações gerais foram eficientes?;5967 ;NSI;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5897 ;"Sim, todos os dias";"7,2";6 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5898 ;"Sim, pouco frequente";"57,8";48 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5899 ;Não houve;"8,4";7 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;12 ;"1.12- Nas aulas síncronas, houve discussão ou questionamento feito pelos alunos?";5943 ;"Sim, frequentemente";"26,5";22 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5953 ;"Sim, foi cumprido";"78,3";65 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5954 ;"Não, foi extrapolado";"16,9";14 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;13 ;"1.13-Nas aulas síncronas, o horário das aulas foi cumprido?";5961 ;"Não, foi inferior ";"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5955 ;"Sim, de 1 a 3";"42,2";35 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5957 ;"Sim, de 7 a 10 ";"2,4";2 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;14 ;"1.14- Nas aulas síncronas, o professor convidou outros docentes para ministrar algum conteúdo/palestra?";5964 ;Não;"55,4";46 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5958 ;Suficiente;"54,2";45 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5959 ;Insuficiente;6;5 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5960 ;Excessivo;"34,9";29 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;15 ;1.15- A quantidade de conteúdo nas aulas síncronas foi:;5962 ;NSI;"4,8";4 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5968 ;"Sim, suficiente";53;44 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5969 ;"Não, insuficiente";"39,8";33 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;16 ;1.16- O tempo destinado à realização de provas e de outros trabalhos foi coerente com a extensão e com a complexidade das questões?;5987 ;"Não, excedeu";"7,2";6 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5986 ;"Sim, no prazo";"72,3";60 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;17 ;"1.17- O tempo de correção das provas e o retorno para os alunos, foi corente?";5988 ;"Não, demorou";"27,7";23 ;83 
Matemática;174 ;I. Avaliação discente sobre as disciplinas e os docentes;18 ;"1.18- Após a correção, você teve livre acesso, de forma virtual, às provas que você realizou?";5972 ;Não solicitei;"25,3";21 ;83 
